article_id,article_version,article_type,contractor_id,contractor_type_id,contractor_version,last_updated
52370,135,6,515,13,1,2026-07-31 17:44:06.307000
52370,135,6,516,13,1,2026-07-31 17:44:06.307000
52370,135,6,517,13,1,2026-07-31 17:44:06.307000
52370,135,6,519,13,1,2026-07-31 17:44:06.307000
52370,135,6,520,13,1,2026-07-31 17:44:06.307000
52370,135,6,521,13,1,2026-07-31 17:44:06.307000
52370,135,6,522,13,1,2026-07-31 17:44:06.307000
52370,135,6,523,13,1,2026-07-31 17:44:06.307000
52379,10,6,500,8,1,2026-07-14 22:42:59.317000
52379,10,6,501,8,1,2026-07-14 22:42:59.317000
52379,10,6,502,8,1,2026-07-14 22:42:59.317000
52379,10,6,504,9,1,2026-07-14 22:42:59.317000
52379,10,6,505,9,1,2026-07-14 22:42:59.317000
52379,10,6,506,9,1,2026-07-14 22:42:59.317000
52379,10,6,507,13,1,2026-07-14 22:42:59.317000
52379,10,6,508,13,1,2026-07-14 22:42:59.317000
52379,10,6,509,13,1,2026-07-14 22:42:59.317000
52379,10,6,510,13,1,2026-07-14 22:42:59.317000
52379,10,6,511,13,1,2026-07-14 22:42:59.317000
52379,10,6,512,13,1,2026-07-14 22:42:59.317000
52379,10,6,513,13,1,2026-07-14 22:42:59.317000
52379,10,6,514,13,1,2026-07-14 22:42:59.317000
52379,10,6,515,13,1,2026-07-14 22:42:59.317000
52379,10,6,516,13,1,2026-07-14 22:42:59.317000
52379,10,6,517,13,1,2026-07-14 22:42:59.317000
52379,10,6,519,13,1,2026-07-14 22:42:59.317000
52379,10,6,520,13,1,2026-07-14 22:42:59.317000
52379,10,6,521,13,1,2026-07-14 22:42:59.317000
52379,10,6,522,13,1,2026-07-14 22:42:59.317000
52379,10,6,523,13,1,2026-07-14 22:42:59.317000
52399,75,6,500,8,1,2026-07-16 16:30:41.923000
52399,75,6,501,8,1,2026-07-16 16:30:41.923000
52399,75,6,502,8,1,2026-07-16 16:30:41.923000
52399,75,6,504,9,1,2026-07-16 16:30:41.923000
52399,75,6,505,9,1,2026-07-16 16:30:41.923000
52399,75,6,506,9,1,2026-07-16 16:30:41.923000
52399,75,6,507,13,1,2026-07-16 16:30:41.923000
52399,75,6,508,13,1,2026-07-16 16:30:41.923000
52399,75,6,509,13,1,2026-07-16 16:30:41.923000
52399,75,6,510,13,1,2026-07-16 16:30:41.923000
52399,75,6,511,13,1,2026-07-16 16:30:41.923000
52399,75,6,512,13,1,2026-07-16 16:30:41.923000
52399,75,6,513,13,1,2026-07-16 16:30:41.923000
52399,75,6,514,13,1,2026-07-16 16:30:41.923000
52399,75,6,515,13,1,2026-07-16 16:30:41.923000
52399,75,6,516,13,1,2026-07-16 16:30:41.923000
52399,75,6,517,13,1,2026-07-16 16:30:41.923000
52399,75,6,519,13,1,2026-07-16 16:30:41.923000
52399,75,6,520,13,1,2026-07-16 16:30:41.923000
52399,75,6,521,13,1,2026-07-16 16:30:41.923000
52399,75,6,522,13,1,2026-07-16 16:30:41.923000
52399,75,6,523,13,1,2026-07-16 16:30:41.923000
52420,64,6,500,8,1,2026-07-14 22:43:00.077000
52420,64,6,501,8,1,2026-07-14 22:43:00.077000
52420,64,6,502,8,1,2026-07-14 22:43:00.077000
52420,64,6,504,9,1,2026-07-14 22:43:00.077000
52420,64,6,505,9,1,2026-07-14 22:43:00.077000
52420,64,6,506,9,1,2026-07-14 22:43:00.077000
52420,64,6,507,13,1,2026-07-14 22:43:00.077000
52420,64,6,508,13,1,2026-07-14 22:43:00.077000
52420,64,6,509,13,1,2026-07-14 22:43:00.077000
52420,64,6,510,13,1,2026-07-14 22:43:00.077000
52420,64,6,511,13,1,2026-07-14 22:43:00.077000
52420,64,6,512,13,1,2026-07-14 22:43:00.077000
52420,64,6,513,13,1,2026-07-14 22:43:00.077000
52420,64,6,514,13,1,2026-07-14 22:43:00.077000
52420,64,6,515,13,1,2026-07-14 22:43:00.077000
52420,64,6,516,13,1,2026-07-14 22:43:00.077000
52420,64,6,517,13,1,2026-07-14 22:43:00.077000
52420,64,6,519,13,1,2026-07-14 22:43:00.077000
52420,64,6,520,13,1,2026-07-14 22:43:00.077000
52420,64,6,521,13,1,2026-07-14 22:43:00.077000
52420,64,6,522,13,1,2026-07-14 22:43:00.077000
52420,64,6,523,13,1,2026-07-14 22:43:00.077000
52421,23,6,500,8,1,2026-07-14 22:43:00.180000
52421,23,6,501,8,1,2026-07-14 22:43:00.180000
52421,23,6,502,8,1,2026-07-14 22:43:00.180000
52421,23,6,504,9,1,2026-07-14 22:43:00.180000
52421,23,6,505,9,1,2026-07-14 22:43:00.180000
52421,23,6,506,9,1,2026-07-14 22:43:00.180000
52421,23,6,507,13,1,2026-07-14 22:43:00.180000
52421,23,6,508,13,1,2026-07-14 22:43:00.180000
52421,23,6,509,13,1,2026-07-14 22:43:00.180000
52421,23,6,510,13,1,2026-07-14 22:43:00.180000
52421,23,6,511,13,1,2026-07-14 22:43:00.180000
52421,23,6,512,13,1,2026-07-14 22:43:00.180000
52421,23,6,513,13,1,2026-07-14 22:43:00.180000
52421,23,6,514,13,1,2026-07-14 22:43:00.180000
52421,23,6,515,13,1,2026-07-14 22:43:00.180000
52421,23,6,516,13,1,2026-07-14 22:43:00.180000
52421,23,6,517,13,1,2026-07-14 22:43:00.180000
52421,23,6,519,13,1,2026-07-14 22:43:00.180000
52421,23,6,520,13,1,2026-07-14 22:43:00.180000
52421,23,6,521,13,1,2026-07-14 22:43:00.180000
52421,23,6,522,13,1,2026-07-14 22:43:00.180000
52421,23,6,523,13,1,2026-07-14 22:43:00.180000
52423,84,6,500,8,1,2026-07-14 22:43:00.407000
52423,84,6,501,8,1,2026-07-14 22:43:00.407000
52423,84,6,502,8,1,2026-07-14 22:43:00.407000
52423,84,6,504,9,1,2026-07-14 22:43:00.407000
52423,84,6,505,9,1,2026-07-14 22:43:00.407000
52423,84,6,506,9,1,2026-07-14 22:43:00.407000
52423,84,6,507,13,1,2026-07-14 22:43:00.407000
52423,84,6,508,13,1,2026-07-14 22:43:00.407000
52423,84,6,509,13,1,2026-07-14 22:43:00.407000
52423,84,6,510,13,1,2026-07-14 22:43:00.407000
52423,84,6,511,13,1,2026-07-14 22:43:00.407000
52423,84,6,512,13,1,2026-07-14 22:43:00.407000
52423,84,6,513,13,1,2026-07-14 22:43:00.407000
52423,84,6,514,13,1,2026-07-14 22:43:00.407000
52423,84,6,515,13,1,2026-07-14 22:43:00.407000
52423,84,6,516,13,1,2026-07-14 22:43:00.407000
52423,84,6,517,13,1,2026-07-14 22:43:00.407000
52423,84,6,519,13,1,2026-07-14 22:43:00.407000
52423,84,6,520,13,1,2026-07-14 22:43:00.407000
52423,84,6,521,13,1,2026-07-14 22:43:00.407000
52423,84,6,522,13,1,2026-07-14 22:43:00.407000
52423,84,6,523,13,1,2026-07-14 22:43:00.407000
52430,12,1,228,9,2,2025-11-26 22:23:51.103000
52430,12,1,238,9,2,2025-11-26 22:23:51.103000
52430,12,1,239,8,1,2025-11-26 22:23:51.103000
52430,12,1,240,8,1,2025-11-26 22:23:51.103000
52432,14,6,228,9,2,2023-11-07 17:38:39.760000
52432,14,6,238,9,2,2023-11-07 17:38:39.760000
52432,14,6,239,8,1,2023-11-07 17:38:39.760000
52432,14,6,240,8,1,2023-11-07 17:38:39.760000
52434,51,1,500,8,1,2026-07-14 22:43:04.900000
52434,51,1,501,8,1,2026-07-14 22:43:04.900000
52434,51,1,502,8,1,2026-07-14 22:43:04.900000
52434,51,1,504,9,1,2026-07-14 22:43:04.900000
52434,51,1,505,9,1,2026-07-14 22:43:04.900000
52434,51,1,506,9,1,2026-07-14 22:43:04.900000
52434,51,1,507,13,1,2026-07-14 22:43:04.900000
52434,51,1,508,13,1,2026-07-14 22:43:04.900000
52434,51,1,509,13,1,2026-07-14 22:43:04.900000
52434,51,1,510,13,1,2026-07-14 22:43:04.900000
52434,51,1,511,13,1,2026-07-14 22:43:04.900000
52434,51,1,512,13,1,2026-07-14 22:43:04.900000
52434,51,1,513,13,1,2026-07-14 22:43:04.900000
52434,51,1,514,13,1,2026-07-14 22:43:04.900000
52434,51,1,515,13,1,2026-07-14 22:43:04.900000
52434,51,1,516,13,1,2026-07-14 22:43:04.900000
52434,51,1,517,13,1,2026-07-14 22:43:04.900000
52434,51,1,519,13,1,2026-07-14 22:43:04.900000
52434,51,1,520,13,1,2026-07-14 22:43:04.900000
52434,51,1,521,13,1,2026-07-14 22:43:04.900000
52434,51,1,522,13,1,2026-07-14 22:43:04.900000
52434,51,1,523,13,1,2026-07-14 22:43:04.900000
52435,14,6,228,9,2,2025-11-26 22:25:16.750000
52435,14,6,238,9,2,2025-11-26 22:25:16.750000
52435,14,6,239,8,1,2025-11-26 22:25:16.750000
52435,14,6,240,8,1,2025-11-26 22:25:16.750000
52437,17,6,228,9,2,2025-11-26 22:26:51.957000
52437,17,6,238,9,2,2025-11-26 22:26:51.957000
52437,17,6,239,8,1,2025-11-26 22:26:51.957000
52437,17,6,240,8,1,2025-11-26 22:26:51.957000
52438,22,6,228,9,2,2025-09-18 20:45:40.867000
52438,22,6,238,9,2,2025-09-18 20:45:40.867000
52438,22,6,239,8,1,2025-09-18 20:45:40.867000
52438,22,6,240,8,1,2025-09-18 20:45:40.867000
52447,30,1,500,8,1,2026-07-14 22:43:04.970000
52447,30,1,501,8,1,2026-07-14 22:43:04.970000
52447,30,1,502,8,1,2026-07-14 22:43:04.970000
52447,30,1,504,9,1,2026-07-14 22:43:04.970000
52447,30,1,505,9,1,2026-07-14 22:43:04.970000
52447,30,1,506,9,1,2026-07-14 22:43:04.970000
52447,30,1,507,13,1,2026-07-14 22:43:04.970000
52447,30,1,508,13,1,2026-07-14 22:43:04.970000
52447,30,1,509,13,1,2026-07-14 22:43:04.970000
52447,30,1,510,13,1,2026-07-14 22:43:04.970000
52447,30,1,511,13,1,2026-07-14 22:43:04.970000
52447,30,1,512,13,1,2026-07-14 22:43:04.970000
52447,30,1,513,13,1,2026-07-14 22:43:04.970000
52447,30,1,514,13,1,2026-07-14 22:43:04.970000
52447,30,1,515,13,1,2026-07-14 22:43:04.970000
52447,30,1,516,13,1,2026-07-14 22:43:04.970000
52447,30,1,517,13,1,2026-07-14 22:43:04.970000
52447,30,1,519,13,1,2026-07-14 22:43:04.970000
52447,30,1,520,13,1,2026-07-14 22:43:04.970000
52447,30,1,521,13,1,2026-07-14 22:43:04.970000
52447,30,1,522,13,1,2026-07-14 22:43:04.970000
52447,30,1,523,13,1,2026-07-14 22:43:04.970000
52448,24,6,500,8,1,2026-07-14 22:43:01.580000
52448,24,6,501,8,1,2026-07-14 22:43:01.580000
52448,24,6,502,8,1,2026-07-14 22:43:01.580000
52448,24,6,504,9,1,2026-07-14 22:43:01.580000
52448,24,6,505,9,1,2026-07-14 22:43:01.580000
52448,24,6,506,9,1,2026-07-14 22:43:01.580000
52448,24,6,507,13,1,2026-07-14 22:43:01.580000
52448,24,6,508,13,1,2026-07-14 22:43:01.580000
52448,24,6,509,13,1,2026-07-14 22:43:01.580000
52448,24,6,510,13,1,2026-07-14 22:43:01.580000
52448,24,6,511,13,1,2026-07-14 22:43:01.580000
52448,24,6,512,13,1,2026-07-14 22:43:01.580000
52448,24,6,513,13,1,2026-07-14 22:43:01.580000
52448,24,6,514,13,1,2026-07-14 22:43:01.580000
52448,24,6,515,13,1,2026-07-14 22:43:01.580000
52448,24,6,516,13,1,2026-07-14 22:43:01.580000
52448,24,6,517,13,1,2026-07-14 22:43:01.580000
52448,24,6,519,13,1,2026-07-14 22:43:01.580000
52448,24,6,520,13,1,2026-07-14 22:43:01.580000
52448,24,6,521,13,1,2026-07-14 22:43:01.580000
52448,24,6,522,13,1,2026-07-14 22:43:01.580000
52448,24,6,523,13,1,2026-07-14 22:43:01.580000
52450,83,6,500,8,1,2026-07-14 22:43:02.097000
52450,83,6,501,8,1,2026-07-14 22:43:02.097000
52450,83,6,502,8,1,2026-07-14 22:43:02.097000
52450,83,6,504,9,1,2026-07-14 22:43:02.097000
52450,83,6,505,9,1,2026-07-14 22:43:02.097000
52450,83,6,506,9,1,2026-07-14 22:43:02.097000
52450,83,6,507,13,1,2026-07-14 22:43:02.097000
52450,83,6,508,13,1,2026-07-14 22:43:02.097000
52450,83,6,509,13,1,2026-07-14 22:43:02.097000
52450,83,6,510,13,1,2026-07-14 22:43:02.097000
52450,83,6,511,13,1,2026-07-14 22:43:02.097000
52450,83,6,512,13,1,2026-07-14 22:43:02.097000
52450,83,6,513,13,1,2026-07-14 22:43:02.097000
52450,83,6,514,13,1,2026-07-14 22:43:02.097000
52450,83,6,515,13,1,2026-07-14 22:43:02.097000
52450,83,6,516,13,1,2026-07-14 22:43:02.097000
52450,83,6,517,13,1,2026-07-14 22:43:02.097000
52450,83,6,519,13,1,2026-07-14 22:43:02.097000
52450,83,6,520,13,1,2026-07-14 22:43:02.097000
52450,83,6,521,13,1,2026-07-14 22:43:02.097000
52450,83,6,522,13,1,2026-07-14 22:43:02.097000
52450,83,6,523,13,1,2026-07-14 22:43:02.097000
52451,89,6,500,8,1,2026-07-24 15:36:31.583000
52451,89,6,501,8,1,2026-07-24 15:36:31.583000
52451,89,6,502,8,1,2026-07-24 15:36:31.583000
52451,89,6,504,9,1,2026-07-24 15:36:31.583000
52451,89,6,505,9,1,2026-07-24 15:36:31.583000
52451,89,6,506,9,1,2026-07-24 15:36:31.583000
52451,89,6,507,13,1,2026-07-24 15:36:31.583000
52451,89,6,508,13,1,2026-07-24 15:36:31.583000
52451,89,6,509,13,1,2026-07-24 15:36:31.583000
52451,89,6,510,13,1,2026-07-24 15:36:31.583000
52451,89,6,511,13,1,2026-07-24 15:36:31.583000
52451,89,6,512,13,1,2026-07-24 15:36:31.583000
52451,89,6,513,13,1,2026-07-24 15:36:31.583000
52451,89,6,514,13,1,2026-07-24 15:36:31.583000
52451,89,6,515,13,1,2026-07-24 15:36:31.583000
52451,89,6,516,13,1,2026-07-24 15:36:31.583000
52451,89,6,517,13,1,2026-07-24 15:36:31.583000
52451,89,6,519,13,1,2026-07-24 15:36:31.583000
52451,89,6,520,13,1,2026-07-24 15:36:31.583000
52451,89,6,521,13,1,2026-07-24 15:36:31.583000
52451,89,6,522,13,1,2026-07-24 15:36:31.583000
52451,89,6,523,13,1,2026-07-24 15:36:31.583000
52453,49,6,500,8,1,2026-07-14 22:43:00.543000
52453,49,6,501,8,1,2026-07-14 22:43:00.543000
52453,49,6,502,8,1,2026-07-14 22:43:00.543000
52453,49,6,504,9,1,2026-07-14 22:43:00.543000
52453,49,6,505,9,1,2026-07-14 22:43:00.543000
52453,49,6,506,9,1,2026-07-14 22:43:00.543000
52453,49,6,507,13,1,2026-07-14 22:43:00.543000
52453,49,6,508,13,1,2026-07-14 22:43:00.543000
52453,49,6,509,13,1,2026-07-14 22:43:00.543000
52453,49,6,510,13,1,2026-07-14 22:43:00.543000
52453,49,6,511,13,1,2026-07-14 22:43:00.543000
52453,49,6,512,13,1,2026-07-14 22:43:00.543000
52453,49,6,513,13,1,2026-07-14 22:43:00.543000
52453,49,6,514,13,1,2026-07-14 22:43:00.543000
52453,49,6,515,13,1,2026-07-14 22:43:00.543000
52453,49,6,516,13,1,2026-07-14 22:43:00.543000
52453,49,6,517,13,1,2026-07-14 22:43:00.543000
52453,49,6,519,13,1,2026-07-14 22:43:00.543000
52453,49,6,520,13,1,2026-07-14 22:43:00.543000
52453,49,6,521,13,1,2026-07-14 22:43:00.543000
52453,49,6,522,13,1,2026-07-14 22:43:00.543000
52453,49,6,523,13,1,2026-07-14 22:43:00.543000
52457,65,1,139,10,2,2026-04-03 00:25:33.027000
52457,65,1,140,10,2,2026-04-03 00:25:33.027000
52457,65,1,388,10,1,2026-04-03 00:25:33.027000
52457,65,1,389,10,1,2026-04-03 00:25:33.027000
52458,40,1,139,10,2,2026-04-15 12:41:36.377000
52458,40,1,140,10,2,2026-04-15 12:41:36.377000
52458,40,1,388,10,1,2026-04-15 12:41:36.377000
52458,40,1,389,10,1,2026-04-15 12:41:36.377000
52459,23,1,139,10,2,2022-04-07 21:36:30.130000
52459,23,1,140,10,2,2022-04-07 21:36:30.130000
52459,23,1,388,10,1,2022-04-07 21:36:30.130000
52459,23,1,389,10,1,2022-04-07 21:36:30.130000
52460,16,1,139,10,2,2022-04-07 21:37:19.477000
52460,16,1,140,10,2,2022-04-07 21:37:19.477000
52460,16,1,388,10,1,2022-04-07 21:37:19.477000
52460,16,1,389,10,1,2022-04-07 21:37:19.477000
52461,21,1,139,10,2,2022-04-07 21:38:51.463000
52461,21,1,140,10,2,2022-04-07 21:38:51.463000
52461,21,1,388,10,1,2022-04-07 21:38:51.463000
52461,21,1,389,10,1,2022-04-07 21:38:51.463000
52462,32,1,139,10,2,2025-09-11 13:46:37.723000
52462,32,1,140,10,2,2025-09-11 13:46:37.723000
52462,32,1,388,10,1,2025-09-11 13:46:37.723000
52462,32,1,389,10,1,2025-09-11 13:46:37.723000
52463,32,1,139,10,2,2025-09-11 13:48:26.440000
52463,32,1,140,10,2,2025-09-11 13:48:26.440000
52463,32,1,388,10,1,2025-09-11 13:48:26.440000
52463,32,1,389,10,1,2025-09-11 13:48:26.440000
52464,65,1,139,10,2,2026-04-15 12:46:44.343000
52464,65,1,140,10,2,2026-04-15 12:46:44.343000
52464,65,1,388,10,1,2026-04-15 12:46:44.343000
52464,65,1,389,10,1,2026-04-15 12:46:44.343000
52465,72,1,139,10,2,2026-04-01 18:31:19.660000
52465,72,1,140,10,2,2026-04-01 18:31:19.660000
52465,72,1,388,10,1,2026-04-01 18:31:19.660000
52465,72,1,389,10,1,2026-04-01 18:31:19.660000
52466,87,1,139,10,2,2026-06-10 15:25:01.920000
52466,87,1,140,10,2,2026-06-10 15:25:01.920000
52466,87,1,388,10,1,2026-06-10 15:25:01.920000
52466,87,1,389,10,1,2026-06-10 15:25:01.920000
52467,54,1,139,10,2,2024-05-08 15:56:43.990000
52467,54,1,140,10,2,2024-05-08 15:56:43.990000
52467,54,1,388,10,1,2024-05-08 15:56:43.990000
52467,54,1,389,10,1,2024-05-08 15:56:43.990000
52468,22,1,139,10,2,2022-04-07 21:44:53.010000
52468,22,1,140,10,2,2022-04-07 21:44:53.010000
52468,22,1,388,10,1,2022-04-07 21:44:53.010000
52468,22,1,389,10,1,2022-04-07 21:44:53.010000
52469,28,1,139,10,2,2024-10-09 18:19:00.970000
52469,28,1,140,10,2,2024-10-09 18:19:00.970000
52469,28,1,388,10,1,2024-10-09 18:19:00.970000
52469,28,1,389,10,1,2024-10-09 18:19:00.970000
52470,19,6,228,9,2,2026-07-27 18:03:29.163000
52470,19,6,238,9,2,2026-07-27 18:03:29.163000
52470,19,6,239,8,1,2026-07-27 18:03:29.163000
52470,19,6,240,8,1,2026-07-27 18:03:29.163000
52474,40,1,139,10,2,2025-09-12 13:35:43.220000
52474,40,1,140,10,2,2025-09-12 13:35:43.220000
52474,40,1,388,10,1,2025-09-12 13:35:43.220000
52474,40,1,389,10,1,2025-09-12 13:35:43.220000
52476,27,1,139,10,2,2022-04-07 14:02:29.957000
52476,27,1,140,10,2,2022-04-07 14:02:29.957000
52476,27,1,388,10,1,2022-04-07 14:02:29.957000
52476,27,1,389,10,1,2022-04-07 14:02:29.957000
52477,16,1,139,10,2,2022-04-07 14:09:34.440000
52477,16,1,140,10,2,2022-04-07 14:09:34.440000
52477,16,1,388,10,1,2022-04-07 14:09:34.440000
52477,16,1,389,10,1,2022-04-07 14:09:34.440000
52478,26,1,139,10,2,2025-10-03 15:02:26.157000
52478,26,1,140,10,2,2025-10-03 15:02:26.157000
52478,26,1,388,10,1,2025-10-03 15:02:26.157000
52478,26,1,389,10,1,2025-10-03 15:02:26.157000
52479,73,1,139,10,2,2025-12-31 13:50:29.810000
52479,73,1,140,10,2,2025-12-31 13:50:29.810000
52479,73,1,388,10,1,2025-12-31 13:50:29.810000
52479,73,1,389,10,1,2025-12-31 13:50:29.810000
52480,90,1,139,10,2,2025-12-31 14:02:24.070000
52480,90,1,140,10,2,2025-12-31 14:02:24.070000
52480,90,1,388,10,1,2025-12-31 14:02:24.070000
52480,90,1,389,10,1,2025-12-31 14:02:24.070000
52481,30,1,139,10,2,2025-03-27 12:56:19.097000
52481,30,1,140,10,2,2025-03-27 12:56:19.097000
52481,30,1,388,10,1,2025-03-27 12:56:19.097000
52481,30,1,389,10,1,2025-03-27 12:56:19.097000
52487,33,1,139,10,2,2025-04-03 16:17:00.610000
52487,33,1,140,10,2,2025-04-03 16:17:00.610000
52487,33,1,388,10,1,2025-04-03 16:17:00.610000
52487,33,1,389,10,1,2025-04-03 16:17:00.610000
52489,24,1,139,10,2,2022-04-07 14:19:18.917000
52489,24,1,140,10,2,2022-04-07 14:19:18.917000
52489,24,1,388,10,1,2022-04-07 14:19:18.917000
52489,24,1,389,10,1,2022-04-07 14:19:18.917000
52490,27,1,139,10,2,2022-04-07 14:19:58.813000
52490,27,1,140,10,2,2022-04-07 14:19:58.813000
52490,27,1,388,10,1,2022-04-07 14:19:58.813000
52490,27,1,389,10,1,2022-04-07 14:19:58.813000
52492,22,1,139,10,2,2026-05-05 16:08:57.100000
52492,22,1,140,10,2,2026-05-05 16:08:57.100000
52492,22,1,388,10,1,2026-05-05 16:08:57.100000
52492,22,1,389,10,1,2026-05-05 16:08:57.100000
52494,63,1,139,10,2,2025-09-11 14:03:15.457000
52494,63,1,140,10,2,2025-09-11 14:03:15.457000
52494,63,1,388,10,1,2025-09-11 14:03:15.457000
52494,63,1,389,10,1,2025-09-11 14:03:15.457000
52495,18,1,139,10,2,2022-04-07 16:51:16.580000
52495,18,1,140,10,2,2022-04-07 16:51:16.580000
52495,18,1,388,10,1,2022-04-07 16:51:16.580000
52495,18,1,389,10,1,2022-04-07 16:51:16.580000
52496,64,1,139,10,2,2026-06-11 15:17:17.240000
52496,64,1,140,10,2,2026-06-11 15:17:17.240000
52496,64,1,388,10,1,2026-06-11 15:17:17.240000
52496,64,1,389,10,1,2026-06-11 15:17:17.240000
52497,35,1,139,10,2,2024-06-05 19:22:53.517000
52497,35,1,140,10,2,2024-06-05 19:22:53.517000
52497,35,1,388,10,1,2024-06-05 19:22:53.517000
52497,35,1,389,10,1,2024-06-05 19:22:53.517000
52498,64,1,139,10,2,2026-04-03 00:26:19.653000
52498,64,1,140,10,2,2026-04-03 00:26:19.653000
52498,64,1,388,10,1,2026-04-03 00:26:19.653000
52498,64,1,389,10,1,2026-04-03 00:26:19.653000
52499,23,1,139,10,2,2022-05-18 17:35:40.310000
52499,23,1,140,10,2,2022-05-18 17:35:40.310000
52499,23,1,388,10,1,2022-05-18 17:35:40.310000
52499,23,1,389,10,1,2022-05-18 17:35:40.310000
52500,46,1,139,10,2,2026-04-03 00:26:44.580000
52500,46,1,140,10,2,2026-04-03 00:26:44.580000
52500,46,1,388,10,1,2026-04-03 00:26:44.580000
52500,46,1,389,10,1,2026-04-03 00:26:44.580000
52501,47,1,139,10,2,2024-11-26 12:52:36.037000
52501,47,1,140,10,2,2024-11-26 12:52:36.037000
52501,47,1,388,10,1,2024-11-26 12:52:36.037000
52501,47,1,389,10,1,2024-11-26 12:52:36.037000
52502,20,1,139,10,2,2022-04-07 16:49:19.867000
52502,20,1,140,10,2,2022-04-07 16:49:19.867000
52502,20,1,388,10,1,2022-04-07 16:49:19.867000
52502,20,1,389,10,1,2022-04-07 16:49:19.867000
52503,26,1,139,10,2,2025-10-23 17:00:08.380000
52503,26,1,140,10,2,2025-10-23 17:00:08.380000
52503,26,1,388,10,1,2025-10-23 17:00:08.380000
52503,26,1,389,10,1,2025-10-23 17:00:08.380000
52504,61,1,139,10,2,2026-04-03 00:27:07.010000
52504,61,1,140,10,2,2026-04-03 00:27:07.010000
52504,61,1,388,10,1,2026-04-03 00:27:07.010000
52504,61,1,389,10,1,2026-04-03 00:27:07.010000
52505,80,1,139,10,2,2026-05-21 16:54:43.047000
52505,80,1,140,10,2,2026-05-21 16:54:43.047000
52505,80,1,388,10,1,2026-05-21 16:54:43.047000
52505,80,1,389,10,1,2026-05-21 16:54:43.047000
52507,156,1,139,10,2,2026-01-27 18:51:05.030000
52507,156,1,140,10,2,2026-01-27 18:51:05.030000
52507,156,1,388,10,1,2026-01-27 18:51:05.030000
52507,156,1,389,10,1,2026-01-27 18:51:05.030000
52508,39,1,139,10,2,2022-04-07 12:33:09.403000
52508,39,1,140,10,2,2022-04-07 12:33:09.403000
52508,39,1,388,10,1,2022-04-07 12:33:09.403000
52508,39,1,389,10,1,2022-04-07 12:33:09.403000
52509,73,1,139,10,2,2026-06-19 14:05:58.133000
52509,73,1,140,10,2,2026-06-19 14:05:58.133000
52509,73,1,388,10,1,2026-06-19 14:05:58.133000
52509,73,1,389,10,1,2026-06-19 14:05:58.133000
52510,61,1,139,10,2,2025-09-12 13:51:38.987000
52510,61,1,140,10,2,2025-09-12 13:51:38.987000
52510,61,1,388,10,1,2025-09-12 13:51:38.987000
52510,61,1,389,10,1,2025-09-12 13:51:38.987000
52511,28,1,139,10,2,2022-04-07 12:40:02.100000
52511,28,1,140,10,2,2022-04-07 12:40:02.100000
52511,28,1,388,10,1,2022-04-07 12:40:02.100000
52511,28,1,389,10,1,2022-04-07 12:40:02.100000
52512,46,1,139,10,2,2024-05-09 18:55:43.050000
52512,46,1,140,10,2,2024-05-09 18:55:43.050000
52512,46,1,388,10,1,2024-05-09 18:55:43.050000
52512,46,1,389,10,1,2024-05-09 18:55:43.050000
52513,50,1,139,10,2,2026-07-02 18:30:37.263000
52513,50,1,140,10,2,2026-07-02 18:30:37.263000
